statement_id,wiki,page,segment_type,prominence,deontic_type,governance_class,source_quote,statement_orig,statement_en,note
enwiki:npov:91,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"In some cases, the name chosen for a topic can give an appearance of bias. Although neutral terms are generally preferable, name choice must be balanced against clarity","Neutral terms are generally preferable for topic names, but name choice must be balanced against clarity.","Neutral terms are generally preferable for topic names, but name choice must be balanced against clarity.",WP:POVNAMING
enwiki:npov:92,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"if a name is widely used in reliable sources (particularly those written in English) and is therefore likely to be well recognized by readers, it may be used even though some could regard it as biased",A name widely used in reliable sources and likely to be well recognized by readers may be used even if some regard it as biased.,A name widely used in reliable sources and likely to be well recognized by readers may be used even if some regard it as biased.,eligibility condition
enwiki:npov:93,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"Although multiple terms may be in common usage, a single name should be chosen as the article title, in line with the article titling policy","A single name should be chosen as the article title even when multiple terms are in common usage, in line with the article titling policy.","A single name should be chosen as the article title even when multiple terms are in common usage, in line with the article titling policy.",
enwiki:npov:94,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Article titles that combine alternative names are discouraged,Article titles that combine alternative names are discouraged.,Article titles that combine alternative names are discouraged.,
enwiki:npov:95,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"alternative names should be given their due prominence within the article itself, and redirects created as appropriate","Alternative names should be given due prominence within the article, with redirects created as appropriate.","Alternative names should be given due prominence within the article, with redirects created as appropriate.",
enwiki:npov:96,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"Descriptive titles should be worded neutrally, so as not to suggest a viewpoint for or against a topic","Descriptive (non-name) titles should be worded neutrally, so as not to suggest a viewpoint for or against a topic or confine the article to one side of an issue.","Descriptive (non-name) titles should be worded neutrally, so as not to suggest a viewpoint for or against a topic or confine the article to one side of an issue.",
enwiki:npov:97,enwiki,Wikipedia:Neutral point of view,principle,context,principle,content,"Wikipedia describes disputes, but does not engage in them",Wikipedia describes disputes but does not engage in them.,Wikipedia describes disputes but does not engage in them.,WP:IMPARTIAL
enwiki:npov:98,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,A neutral characterization of disputes requires presenting viewpoints with a consistently impartial tone,A neutral characterization of disputes requires presenting viewpoints with a consistently impartial tone.,A neutral characterization of disputes requires presenting viewpoints with a consistently impartial tone.,
enwiki:npov:99,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"The tone of Wikipedia articles should be impartial, neither endorsing nor rejecting a particular point of view","The tone of Wikipedia articles should be impartial, neither endorsing nor rejecting a particular point of view.","The tone of Wikipedia articles should be impartial, neither endorsing nor rejecting a particular point of view.",
enwiki:npov:100,enwiki,Wikipedia:Neutral point of view,rule,supporting,prohibition,content,"Try not to quote directly from participants engaged in a heated dispute; instead, summarize and present the arguments in an impartial, formal tone","Editors should avoid quoting directly from participants in a heated dispute and instead summarize and present the arguments in an impartial, formal tone.","Editors should avoid quoting directly from participants in a heated dispute and instead summarize and present the arguments in an impartial, formal tone.",
enwiki:npov:101,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"it is appropriate to note how an artist or a work has been received by prominent experts, critics, and the general public","It is appropriate to note how an artist or work has been received by prominent experts, critics, and the general public.","It is appropriate to note how an artist or work has been received by prominent experts, critics, and the general public.",WP:AESTHETIC
enwiki:npov:102,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"It should not, however, state that Shakespeare is the greatest author in the English language",An article should not state an aesthetic judgment (e.g. that Shakespeare is the greatest author) in Wikipedia's voice.,An article should not state an aesthetic judgment (e.g. that Shakespeare is the greatest author) in Wikipedia's voice.,
enwiki:npov:103,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,it is sometimes permissible to note a subject's reputation when that reputation is widespread and potentially informative or of interest to readers,It is sometimes permissible to note a subject's reputation when that reputation is widespread and potentially informative or of interest to readers.,It is sometimes permissible to note a subject's reputation when that reputation is widespread and potentially informative or of interest to readers.,eligibility condition
enwiki:npov:104,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"Articles on creative works should provide an overview of their common interpretations, preferably with citations to experts holding those interpretations","Articles on creative works should provide an overview of common interpretations, preferably with citations to experts holding them.","Articles on creative works should provide an overview of common interpretations, preferably with citations to experts holding them.",
enwiki:npov:105,enwiki,Wikipedia:Neutral point of view,rule,central,condition,content,Biased statements of opinion can be presented only with in-text attribution,Biased statements of opinion may be presented only with in-text attribution.,Biased statements of opinion may be presented only with in-text attribution.,WP:SUBSTANTIATE — eligibility
enwiki:npov:106,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"""John Doe is the best baseball player"" expresses an opinion and must not be asserted in Wikipedia as if it were a fact",A statement of opinion must not be asserted in Wikipedia as if it were a fact.,A statement of opinion must not be asserted in Wikipedia as if it were a fact.,
enwiki:npov:107,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,Opinions must still be verifiable and appropriately cited,Opinions presented with attribution must still be verifiable and appropriately cited.,Opinions presented with attribution must still be verifiable and appropriately cited.,
enwiki:npov:108,enwiki,Wikipedia:Neutral point of view,rule,supporting,prohibition,content,Avoid the temptation to rephrase biased or opinion statements with weasel words,Editors should avoid rephrasing biased or opinion statements with weasel words.,Editors should avoid rephrasing biased or opinion statements with weasel words.,
enwiki:npov:109,enwiki,Wikipedia:Neutral point of view,rule,supporting,condition,content,"(""Most people think"" is acceptable only when supported by at least one published survey.)",A generalization such as 'most people think' is acceptable only when supported by at least one published survey.,A generalization such as 'most people think' is acceptable only when supported by at least one published survey.,eligibility condition
enwiki:npov:110,enwiki,Wikipedia:Neutral point of view,rule,central,permission,content,"There are no forbidden words or expressions on Wikipedia, but certain expressions should be used with care, because they may introduce bias","No words or expressions are forbidden on Wikipedia, but certain expressions should be used with care because they may introduce bias.","No words or expressions are forbidden on Wikipedia, but certain expressions should be used with care because they may introduce bias.",
enwiki:npov:111,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,Try to state the facts more simply without using such loaded words,"Editors should try to state facts simply, without using loaded words that imply doubt.","Editors should try to state facts simply, without using loaded words that imply doubt.",
enwiki:npov:112,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"Strive to eliminate expressions that are flattering, disparaging, vague, or clichéd, or that endorse a particular point of view","Editors should strive to eliminate expressions that are flattering, disparaging, vague, clichéd, or that endorse a particular point of view, unless part of a quote from a noteworthy source.","Editors should strive to eliminate expressions that are flattering, disparaging, vague, clichéd, or that endorse a particular point of view, unless part of a quote from a noteworthy source.",
